Well ID,Well type code,well_number,Field_Name,Operator,latitude,longitude,Measured_Depth,Drilling_Start,Drilling_end,Completion_Date,Reservoir,play_name,state_name,well_cost
8.79915E+13,V,U-120,Ugarteche (UGA),YPF SA,-33.30470131,-68.96346649,11210,1/5/1996,2/13/1996,2/29/1996,Rio Blanco,Unassigned,Mendoza,1371300.406
8.79915E+13,V,PB-129(I),Punta De Las Bardas (Z311),YPF SA,-33.48913033,-68.64663274,7890,5/20/2014,6/20/2014,7/6/2014,Rio Blanco,Unassigned,Mendoza,1510519.141
8.79915E+13,V,LL-2035(h),Llancanelo (LLA),YPF SA,-35.65250626,-69.22248126,6906,3/3/2014,3/28/2014,6/6/2014,Unassigned,Unassigned,Mendoza,1055126.578
8.79915E+13,V,NPH-1839,Puesto Hernandez (HER),YPF SA,-37.27121,-69.0312,4921,1/1/2004,1/31/2004,2/28/2004,Unassigned,Unassigned,Mendoza,573308.7032
8.79915E+13,V,a-96,Ca„ëada Dura (Z068),YPF SA,-33.5006592,-68.49719513,7381,7/11/2014,7/30/2014,8/19/2014,Barrancas,Unassigned,Mendoza,1304153.59
8.79915E+13,V,a-21,Ca„ëadon Amarillo (CAM),YPF SA,-36.97675626,-69.40493181,7096,11/6/2007,12/4/2007,2/4/2008,Tordillo,Unassigned,Mendoza,1002022.729
8.79915E+13,V,ChuS-115,Chachahuen Sur (CHAS),YPF SA,-37.32602643,-68.90421493,2677,8/15/2014,8/22/2014,9/2/2014,Rayoso,Unassigned,Mendoza,388009.0684
8.79915E+13,V,ECN-3053(d),El Corcobo Norte (ECCN),Pluspetrol,-37.45737862,-68.28858645,2344,10/8/2014,10/13/2014,10/26/2014,Centenario,Unassigned,Mendoza,370660.7514
8.79915E+13,V,x-1,Ca„ëadon Amarillo (CAM),YPF SA,-36.84111346,-69.43663571,7965,4/15/2014,6/28/2014,9/20/2014,Lajas,Unassigned,Mendoza,1254538.252
8.79915E+13,V,x-1,Ca„ëadon Amarillo (CAM),YPF SA,-36.84111346,-69.43663571,7965,4/15/2104,6/28/2014,9/20/2014,Tordillo,Unassigned,Mendoza,1085885.511
8.79915E+13,V,a-9(d),Los Volcanes (Z241),YPF SA,-36.2697561,-69.61285505,7857,6/28/2014,8/16/2014,10/23/2014,Precuyo,Unassigned,Mendoza,1254670.115
8.79915E+13,V,IA-237,Cerro Fortunoso (cfo),YPF SA,-36.19056204,-69.36393674,6220,4/12/2014,5/4/2014,5/25/2014,Unassigned,Unassigned,Mendoza,917919.3669
8.79915E+13,V,x-2,La Ventana (LAV),YPF SA,-33.40763692,-68.63607916,9665,8/15/2014,9/21/2014,11/6/2014,Barrancas,Unassigned,Mendoza,1995749.111
8.79915E+13,V,IA-467(d),Desfiladero Bayo (DBA),YPF SA,-37.33213277,-69.02877153,2493,11/2/2014,11/14/2014,12/10/2014,Rayoso,Unassigned,Mendoza,369980.2172
8.79915E+13,V,x-3,El Sosneado (ESO),Petroquimica Comodoro Rivadavia,-35.01414,-69.59473,5511,7/30/1979,11/8/1979,3/7/1980,Chachao,Unassigned,Mendoza,537004.4747
8.79915E+13,V,a-8,Ca„ëadon Amarillo (CAM),YPF SA,-36.84648521,-69.44298482,7709,9/28/2014,12/2/2014,1/9/2015,Lajas,Unassigned,Mendoza,1059928.209
8.79915E+13,V,a-10,El Paisano (EPAS),YPF SA,-37.26545723,-68.97854653,2985,12/2/2014,12/14/2014,1/9/2015,Rayoso,Unassigned,Mendoza,374659.0792
8.79915E+13,V,ChuS-54(d),Chachahuen Sur (CHAS),YPF SA,-37.33848344,-68.88553716,2893,12/20/2014,1/10/2015,2/2/2015,Ray0so,Unassigned,Mendoza,370439.4641
8.79915E+13,V,a-1138,Vizcacheras (VIZ),YPF SA,-33.52493092,-68.44870817,7053,3/4/2015,3/25/2015,4/14/2015,Papagayo,Unassigned,Mendoza,1184140.037
8.79915E+13,V,ChuS-129,Chachahuen Sur (CHAS),YPF SA,-37.36756742,-68.85996044,2349,4/23/2015,5/3/2015,5/14/2015,Rayoso,Unassigned,Mendoza,325352.9677
8.79915E+13,V,ChuS-133(d),Chachahuen Sur (CHAS),YPF SA,-37.37150128,-68.86529843,NULL,5/3/2015,5/14/2015,NULL,Rayoso,Unassigned,Mendoza,546865.5729
8.79915E+13,V,x-1,Payun Oeste (PYOE),YPF SA,-36.82651281,-69.47473562,8480,12/9/2014,3/15/2015,5/9/2015,Lajas,Unassigned,Mendoza,1521956.359
8.79915E+13,V,ChuS-65(d),Chachahuen Sur (CHAS),YPF SA,-37.34691472,-68.88427354,NULL,5/26/2015,6/10/2015,6/23/2015,Rayoso,Unassigned,Mendoza,484540.9484
8.79916E+13,V,B-581,Barrancas (BRC),YPF SA,-33.13532945,-68.81044215,NULL,6/23/2015,7/21/2015,8/7/2015,Conglomerado Rojo Inferior,Unassigned,Mendoza,1754334.443
8.79916E+13,V,ChuS-278(d),Chachahuen Sur (CHAS),YPF SA,-37.3367166,-68.88921913,NULL,7/19/2015,7/29/2015,8/11/2015,Rayoso,Unassigned,Mendoza,449847.6186
8.79916E+13,UN,ia-3074,El Corcobo Norte (ECCN),Pluspetrol,-37.4444,-68.258781,2230,7/21/2015,7/26/2015,9/7/2015,Centenario,Unassigned,Mendoza,335122.0132
8.79916E+13,V,x-1001,Lindero De Piedra (LPIE),Medanito,-35.393499,-69.304713,5433,10/10/1995,10/28/1995,12/30/1995,Unassigned,Unassigned,Mendoza,535418.9712
8.79916E+13,V,ECP-91(d),Estructura Cruz De Piedra (ECP),YPF SA,-33.04515818,-68.81173558,10374,6/4/2014,7/15/2014,8/14/2014,Barrancas,Unassigned,Mendoza,1797950.106
8.79916E+13,V,NLDM-70,Loma De La Mina (LMI),YPF SA,-34.93130116,-69.5315488,5006,2/18/2011,3/3/2011,4/28/2011,Loncoche,Unassigned,Mendoza,790182.9495
8.79916E+13,V,CAm-104,Ca„ëadon Amarillo (CAM),YPF SA,-36.9948126,-69.39996621,NULL,8/14/2015,9/8/2015,10/20/2015,Lotena,Unassigned,Mendoza,888324.5568
8.89901E+13,V,S-274,El Tordillo (ELT),Tecpetrol,-45.86868404,-67.93153839,5688,9/2/1951,10/25/1951,1/4/1952,El Trebol,Unassigned,Chubut,422666.3789
8.89901E+13,V,S-163,El Tordillo (ELT),Tecpetrol,-45.88512614,-67.96069091,5793,7/25/1941,8/31/1941,9/15/1941,Comodoro Rivadavia,Unassigned,Chubut,364154.1035
8.89901E+13,V,S-34,El Tordillo (ELT),Tecpetrol,-45.88403404,-67.95741606,5688,12/12/1941,1/22/1942,2/3/1942,Comodoro Rivadavia,Unassigned,Chubut,365573.58
8.89901E+13,V,S-642,El Tordillo (ELT),Tecpetrol,-45.8707658,-67.89579222,8543,1/1/1902,1/1/1902,10/21/1974,Comodoro Rivadavia,Unassigned,Chubut,206652.0736
8.89901E+13,V,S-2024,El Tordillo (ELT),Tecpetrol,-45.87266132,-67.93768378,9908,8/9/1996,8/31/1996,9/15/1996,Comodoro Rivadavia,Unassigned,Chubut,1438891.927
8.89901E+13,V,S-356,El Tordillo (ELT),Tecpetrol,-45.86003766,-67.92315207,4471,7/25/1954,8/14/1954,11/8/1954,El Trebol,Unassigned,Chubut,347740.3022
8.89901E+13,V,a-2,La Tapera (LTA),Tecpetrol,-45.98138462,-67.93579403,12742,3/6/1979,5/10/1979,5/10/1979,Mina El Carmen,Unassigned,Chubut,1697764.347
8.89901E+13,V,E-3,Puesto Quiroga (QIR),Tecpetrol,-45.96136695,-67.60369953,2729,11/5/1931,11/30/1931,11/30/1931,Otros,Unassigned,Chubut,158666.6481
8.89901E+13,V,S-552,El Tordillo (ELT),Tecpetrol,-45.85526661,-67.92105038,8858,3/15/1967,4/23/1967,5/28/1967,Comodoro Rivadavia,Unassigned,Chubut,823569.4285
8.89901E+13,UN,JS-24,Jose Segundo (JSE),Dapetrol,-45.8170115,-67.6041167,2421,NULL,NULL,NULL,Glauconitico,Unassigned,Chubut,493646.8065
8.89901E+13,UN,JS-129,Jose Segundo (JSE),Dapetrol,-45.8080604,-67.5822768,7296,NULL,NULL,NULL,Mina El Carmen,Unassigned,Chubut,1501224.464
8.89901E+13,UN,JS-147,Jose Segundo (JSE),Dapetrol,-45.8086137,-67.595025,7217,NULL,NULL,NULL,Mina El Carmen,Unassigned,Chubut,1413621.811
8.89903E+13,UN,PC-77,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.801835,-68.026003,5872,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,762295.0183
8.89903E+13,UN,PC-100,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.7446173,-68.079559,5223,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,695751.0296
8.89903E+13,UN,PC-125,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.768405,-68.063465,6040,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,757285.7829
8.89903E+13,UN,PC-132,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.803763,-68.064783,5948,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,675680.9534
8.89903E+13,UN,1006,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.841617,-68.080174,7217,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1087327.791
8.89903E+13,UN,1015,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.838297,-68.060013,7395,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1001526.792
8.89903E+13,UN,1037,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.845557,-68.024767,7299,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1086804.438
8.89903E+13,UN,1069,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.78435,-68.065508,10124,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1146246.629
8.89903E+13,UN,1091,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.780299,-68.078369,9895,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1182599.269
8.89903E+13,UN,a-1119,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.84512,-68.018701,10662,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1282871.487
8.89903E+13,UN,1137,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.773329,-68.077982,6814,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,899614.8482
8.89903E+13,UN,x-1175,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.764997,-68.035268,10777,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1171761.785
8.89903E+13,UN,1187,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.789105,-68.005578,6240,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,866432.9113
8.89903E+13,UN,1236,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.802353,-68.062039,6053,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,923412.115
8.89903E+13,UN,1242D,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.821289,-68.084775,7874,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,964723.8643
8.89903E+13,UN,2020,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.763316,-68.082616,5577,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,851038.1782
8.89903E+13,UN,2027,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.785435,-68.083556,9186,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1326917.246
8.89903E+13,UN,655,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.830999,-68.078746,7414,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,952574.5992
8.89903E+13,UN,PC-2A,Pampa Del Castillo - La Guitarra (Z266),Enap Sipetrol Argentina,-45.781701,-68.06658,951,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,312613.3348
8.89903E+13,UN,AF-109,Anticlinal Funes (AFU),Pan American Energy,-45.91538,-69.14511,3451,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,521664.8047
8.89904E+13,UN,CT-5,Cerro Tortuga (CETO),Pan American Energy,-45.67237,-68.22003,6912,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,727274.5493
8.89904E+13,UN,CT-82,Cerro Tortuga (CETO),Pan American Energy,-45.62319,-68.25671,4934,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,588149.3216
8.89904E+13,UN,CT-211,Cerro Tortuga (CETO),Pan American Energy,-45.61163,-68.26169,5921,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,670033.6691
8.89904E+13,UN,CT-259,Cerro Tortuga (CETO),Pan American Energy,-45.59318,-68.26795,3802,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,492893.136
8.89904E+13,UN,CT-300,Cerro Tortuga (CETO),Pan American Energy,-45.63222,-68.23254,4711,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,609612.74
8.89904E+13,UN,LF-223,Las Flores (LFLO),Pan American Energy,-45.66654,-68.60831,2677,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,681822.5048
8.89904E+13,UN,1,Las Flores (LFLO),Pan American Energy,-45.67379,-68.60606,4242,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,570128.4781
8.89904E+13,UN,SJ-5,KM. 8 (KM8),Cri Holding,-45.7939,-67.4109,1833,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,455350.989
8.89904E+13,UN,B-24,KM. 8 (KM8),Cri Holding,-45.7954,-67.4491,1961,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,416512.6441
8.89904E+13,UN,ST-27,KM. 8 (KM8),Cri Holding,-45.7705,-67.406,NULL,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,484819.9555
8.89904E+13,UN,SJ-51,KM. 8 (KM8),Cri Holding,-45.784,-67.3777,2057,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,533416.7744
8.89904E+13,UN,B-63,KM. 8 (KM8),Cri Holding,-45.805,-67.4301,1948,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,419291.4675
8.89904E+13,UN,B-91,KM. 8 (KM8),Cri Holding,-45.8069,-67.4327,1932,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,423389.0037
8.89904E+13,UN,B-97,KM. 8 (KM8),Cri Holding,-45.8028,-67.4194,1873,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,414711.5733
8.89904E+13,UN,B-150,KM. 8 (KM8),Cri Holding,-45.8049,-67.4272,1873,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,444706.0193
8.89904E+13,UN,SM-157,KM. 8 (KM8),Cri Holding,-45.7517,-67.3765,1742,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,492393.2774
8.89904E+13,UN,SJ-169,KM. 8 (KM8),Cri Holding,-45.7964,-67.4091,1922,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,426860.7781
8.89904E+13,UN,SM-192,KM. 8 (KM8),Cri Holding,-45.7547,-67.3728,1765,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,416947.8694
8.89904E+13,UN,B-210,KM. 8 (KM8),Cri Holding,-45.804,-67.4341,1938,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,483335.777
8.89904E+13,UN,B-214,KM. 8 (KM8),Cri Holding,-45.8002,-67.4314,1929,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,539114.8166
8.89904E+13,UN,B-218,KM. 8 (KM8),Cri Holding,-45.7987,-67.4304,1811,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,484499.0521
8.89904E+13,UN,B-225,KM. 8 (KM8),Cri Holding,-45.7993,-67.4372,1958,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,531117.3005
8.89904E+13,UN,SM-245,KM. 8 (KM8),Cri Holding,-45.7549,-67.3776,1729,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,429909.361
8.89904E+13,UN,B-253,KM. 8 (KM8),Cri Holding,-45.7983,-67.4341,1916,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,507056.5602
8.89904E+13,UN,SJ-263,KM. 8 (KM8),Cri Holding,-45.7934,-67.4151,1922,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,446933.2899
8.89904E+13,UN,SM-277,KM. 8 (KM8),Cri Holding,-45.7549,-67.3795,1725,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,405886.728
8.89904E+13,UN,SM-289,KM. 8 (KM8),Cri Holding,-45.7585,-67.3815,1781,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,447489.8569
8.89904E+13,UN,SJ-304,KM. 8 (KM8),Cri Holding,-45.79,-67.4046,1925,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,480288.1969
8.89904E+13,UN,SJ-314,KM. 8 (KM8),Cri Holding,-45.7884,-67.3847,1853,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,390566.5959
8.89904E+13,UN,SJ-322,KM. 8 (KM8),Cri Holding,-45.7921,-67.4064,1912,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,395930.6979
8.89904E+13,UN,SM-331,KM. 8 (KM8),Cri Holding,-45.7601,-67.3778,1784,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,414368.6078
8.89904E+13,UN,SJ-336,KM. 8 (KM8),Cri Holding,-45.7877,-67.404,1968,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,513931.917
8.89904E+13,UN,SM-348,KM. 8 (KM8),Cri Holding,-45.7657,-67.3826,1817,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,462580.3424
8.89904E+13,UN,SJ-372,KM. 8 (KM8),Cri Holding,-45.7898,-67.3782,1932,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,394038.3703
8.89904E+13,UN,SJ-373,KM. 8 (KM8),Cri Holding,-45.7882,-67.3801,1889,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,434617.6165
8.89904E+13,UN,SJ-392,KM. 8 (KM8),Cri Holding,-45.7914,-67.4193,2001,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,427708.1638
8.89904E+13,UN,SJ-395,KM. 8 (KM8),Cri Holding,-45.791,-67.4213,NULL,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,543791.9846
8.89904E+13,UN,SJ-397,KM. 8 (KM8),Cri Holding,-45.7907,-67.4231,1968,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,525836.4328
8.89904E+13,UN,SJ-399,KM. 8 (KM8),Cri Holding,-45.7893,-67.4236,1971,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,486668.1589
8.89904E+13,UN,B-417,KM. 8 (KM8),Cri Holding,-45.7929,-67.4308,2066,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,528509.9598
8.89904E+13,UN,SM-419,KM. 8 (KM8),Cri Holding,-45.7548,-67.3696,1768,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,412843.3135
8.89904E+13,UN,SJ-434,KM. 8 (KM8),Cri Holding,-45.7917,-67.4174,NULL,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,392828.9653
8.89904E+13,UN,SJ-474,KM. 8 (KM8),Cri Holding,-45.7897,-67.4084,2066,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,408318.5746
8.89904E+13,UN,SJ-480,KM. 8 (KM8),Cri Holding,-45.786,-67.4147,2083,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,534036.5192
8.89904E+13,UN,SJ-485,KM. 8 (KM8),Cri Holding,-45.7872,-67.416,2047,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,530311.0305
8.89904E+13,UN,SJ-486,KM. 8 (KM8),Cri Holding,-45.7872,-67.41,2047,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,455388.0935
8.89904E+13,UN,SJ-496,KM. 8 (KM8),Cri Holding,-45.7882,-67.413,2034,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,470769.3978
8.89904E+13,UN,SJ-500,KM. 8 (KM8),Cri Holding,-45.7868,-67.4177,2047,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,529424.5347
8.89904E+13,UN,B-512,KM. 8 (KM8),Cri Holding,-45.7959,-67.4351,2066,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,494494.1922
8.89904E+13,UN,SM-534,KM. 8 (KM8),Cri Holding,-45.7625,-67.3792,1791,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,426827.6849
8.89904E+13,UN,SM-540,KM. 8 (KM8),Cri Holding,-45.758,-67.3786,1830,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,435433.9147
8.89904E+13,UN,SM-550,KM. 8 (KM8),Cri Holding,-45.7558,-67.3712,3648,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,598581.2375
8.89904E+13,UN,SM-555,KM. 8 (KM8),Cri Holding,-45.7742,-67.3695,3779,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,545223.0135
8.89904E+13,UN,B-566,KM. 8 (KM8),Cri Holding,-45.7929,-67.4379,2132,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,478741.8433
8.89904E+13,UN,B-573,KM. 8 (KM8),Cri Holding,-45.7932,-67.4431,2162,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,480622.1371
8.89904E+13,UN,B-577,KM. 8 (KM8),Cri Holding,-45.7953,-67.4461,2188,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,533223.2295
8.89904E+13,UN,B-578,KM. 8 (KM8),Cri Holding,-45.7924,-67.4467,2132,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,402669.6707
8.89904E+13,UN,B-580,KM. 8 (KM8),Cri Holding,-45.7973,-67.4442,2175,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,558937.6254
8.89904E+13,UN,B-592,KM. 8 (KM8),Cri Holding,-45.7887,-67.4415,2106,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,446591.3272
8.89904E+13,UN,B-608,KM. 8 (KM8),Cri Holding,-45.7926,-67.4422,2125,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,403049.7408
8.89904E+13,UN,SJ-629,KM. 8 (KM8),Cri Holding,-45.781,-67.3989,1942,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,504687.8915
8.89904E+13,UN,SM-644,KM. 8 (KM8),Cri Holding,-45.7835,-67.3726,2030,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,466090.2241
8.89904E+13,UN,SJ-649,KM. 8 (KM8),Cri Holding,-45.7848,-67.3933,757,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,404156.8577
8.89904E+13,UN,SM-668,KM. 8 (KM8),Cri Holding,-45.7763,-67.3753,NULL,NULL,NULL,NULL,Salamanca,Unassigned,Chubut,400962.8654
8.89904E+13,UN,B-16,KM. 8 (KM8),Cri Holding,-45.7907,-67.404,6286,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,791600.2352
8.89904E+13,UN,B-22,KM. 8 (KM8),Cri Holding,-45.793,-67.4171,6158,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,776795.9733
8.89904E+13,UN,B-5,KM. 8 (KM8),Cri Holding,-45.7966,-67.4395,6377,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,716318.9707
8.89904E+13,UN,SM-6,KM. 8 (KM8),Cri Holding,-45.7553,-67.3703,6250,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,853532.6008
8.89905E+13,UN,8,Cerro Abigarrado (CABI),Pan American Energy,-45.81979,-69.03479,2575,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,683981.5864
8.89905E+13,UN,13,Cerro Abigarrado (CABI),Pan American Energy,-45.79081,-69.03329,3444,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,805303.2475
8.89905E+13,UN,202,Cerro Dragon (CDR),Pan American Energy,-45.72202,-68.25761,6161,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,687690.8842
8.89905E+13,UN,203,Cerro Dragon (CDR),Pan American Energy,-45.74419,-68.22366,5259,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,981368.6966
8.89905E+13,UN,a-212,Cerro Dragon (CDR),Pan American Energy,-45.72841,-68.43121,5856,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,1363610.833
8.89905E+13,UN,a-70,Valle Hermoso (VAHE),Pan American Energy,-45.69267,-68.52775,5272,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,725877.8086
8.89905E+13,UN,x-1,Huetel (HUE),Pan American Energy,-45.99086686,-69.10749821,6046,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,664979.4049
8.89905E+13,UN,IA-1,Cerro Dragon (CDR),Pan American Energy,-45.73761,-68.32587,5114,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,678676.6393
8.89905E+13,UN,IA-4,Cerro Dragon (CDR),Pan American Energy,-45.74221,-68.33811,5144,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,533475.0799
8.89905E+13,UN,IA-6,Cerro Dragon (CDR),Pan American Energy,-45.74196,-68.32574,5147,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,568762.323
8.89905E+13,UN,IA-16,Cerro Dragon (CDR),Pan American Energy,-45.73792,-68.24761,6003,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,656579.42
8.89905E+13,UN,IA-1,Ca„ëadon Grande (CGR),Pan American Energy,-45.78783,-68.30742,6784,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,766169.1896
8.89905E+13,UN,7,El Condor (ECON),Pan American Energy,-45.70781,-68.15211,2349,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,744314.0225
8.89905E+13,UN,8,Padre Corti (PCOR),Pan American Energy,-45.70706,-68.18347,2155,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,536846.0471
8.89905E+13,UN,x-3,Los Leones (LLEO),Pan American Energy,-45.92474,-68.83327,8494,NULL,NULL,NULL,Unassigned,Unassigned,Chubut,1893880.077
8.89905E+13,UN,x-3,Jorge (JOR),Pan American Energy,-45.91871,-68.31992,8897,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,1077695.038
8.89905E+13,UN,1,Anticlinal Grande (ANGR),Pan American Energy,-45.90182,-69.01705,3431,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,439469.504
8.89905E+13,UN,19,Anticlinal Grande (ANGR),Pan American Energy,-45.91531,-69.02063,3264,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,489369.8492
8.89905E+13,UN,23,Anticlinal Grande (ANGR),Pan American Energy,-45.88388,-69.00694,3038,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,450045.3118
8.89905E+13,UN,25,Anticlinal Grande (ANGR),Pan American Energy,-45.86589,-69.00004,3592,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,523719.9846
8.89905E+13,UN,37,Anticlinal Grande (ANGR),Pan American Energy,-45.87947,-69.00038,3024,NULL,NULL,NULL,Comodoro Rivadavia,Unassigned,Chubut,478087.175
